execution_date,video_id,views_delta,likes_delta,comments_delta,previous_views,current_views,previous_likes,current_likes,previous_comments,current_comments,is_new_video,title_changed,description_changed,tags_changed
2026-05-20T12:05:48.986097+00:00,3W1KfxQnQiU,45,2,0,14365,14410,846,848,40,40,False,False,False,False
2026-05-20T12:05:48.986097+00:00,VKaslzzv1QM,277,4,0,106728,107005,3531,3535,212,212,False,False,False,False
2026-05-20T12:05:48.986097+00:00,E6IrH04B8wg,2,0,0,6541,6543,93,93,9,9,False,False,False,False
2026-05-20T12:05:48.986097+00:00,SYdW3cZKdmY,2,0,0,13039,13041,303,303,10,10,False,False,False,False
2026-05-20T12:05:48.986097+00:00,TSAh8dzN0cw,3,0,0,10832,10835,246,246,3,3,False,False,False,False
2026-05-20T12:05:48.986097+00:00,DHk0gFHyHeE,110,5,1,153665,153775,4689,4694,366,367,False,False,False,False
2026-05-20T12:05:48.986097+00:00,QSe13hyv68o,1,0,0,33893,33894,510,510,18,18,False,False,False,False
2026-05-20T12:05:48.986097+00:00,PZ2yduZysf0,0,0,0,5985,5985,169,169,7,7,False,False,False,False
2026-05-20T12:05:48.986097+00:00,Rdfd1KAX6NU,0,0,0,7594,7594,262,262,5,5,False,False,False,False
2026-05-20T12:05:48.986097+00:00,uAOfsghz2NY,9,0,0,28521,28530,231,231,12,12,False,False,False,False
2026-05-20T12:05:48.986097+00:00,qCFEWA_Nu3k,1,0,0,25277,25278,481,481,9,9,False,False,False,False
2026-05-20T12:05:48.986097+00:00,aNfOwttNQcg,0,0,0,4504,4504,115,115,2,2,False,False,False,False
2026-05-20T12:05:48.986097+00:00,Xq-4lUaLIp8,0,0,0,7697,7697,186,186,4,4,False,False,False,False
2026-05-20T12:05:48.986097+00:00,ZB9IMq0ee0k,33,2,0,66925,66958,2921,2923,178,178,False,False,False,False
2026-05-20T12:05:48.986097+00:00,Lw3RJgDjXh0,2,0,0,7324,7326,171,171,1,1,False,False,False,False
2026-05-20T12:05:48.986097+00:00,PiKd0maLI6o,0,0,0,10513,10513,613,613,8,8,False,False,False,False
2026-05-20T12:05:48.986097+00:00,mTqDtRTKvqE,1,0,0,6450,6451,221,221,17,17,False,False,False,False
2026-05-20T12:05:48.986097+00:00,BwIlVEvq7mU,3,0,0,6970,6973,143,143,8,8,False,False,False,False
2026-05-20T12:05:48.986097+00:00,lrl7lslhv2s,0,0,0,8708,8708,300,300,3,3,False,False,False,False
2026-05-20T12:05:48.986097+00:00,BPt0fwBCDbQ,59,2,0,379765,379824,4482,4484,112,112,False,False,False,False
2026-05-20T12:05:48.986097+00:00,EvauKuWaNmk,148,4,0,65079,65227,2938,2942,283,283,False,False,False,False
2026-05-20T12:05:48.986097+00:00,zEUstENVghI,5,0,0,12903,12908,428,428,34,34,False,False,False,False
2026-05-20T12:05:48.986097+00:00,Enic64S66_s,0,0,0,6110,6110,168,168,3,3,False,False,False,False
2026-05-20T12:05:48.986097+00:00,YldxYShWvGE,1,0,0,7198,7199,148,148,2,2,False,False,False,False
2026-05-20T12:05:48.986097+00:00,QeK4l-iH51Y,2,0,0,4424,4426,152,152,4,4,False,False,False,False
2026-05-20T12:05:48.986097+00:00,tqD_yn5Y_zQ,2,0,0,4069,4071,67,67,1,1,False,False,False,False
