execution_date,channel_id,channel_name,video_id,title,upload_date,duration_seconds,content_format,content_format_reason,views,likes,comments,views_delta,likes_delta,comments_delta,is_new_video,title_changed,description_changed,tags_changed,engagement_rate
2026-05-21T12:28:40.492262+00:00,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,QAkEMtJpq3c,"Hit The Button, Win $1,000",2026-05-15T16:00:10+00:00,22,shorts,duration_lte_60,230663388,1645358,52440,29219043,146000,2616,False,False,False,False,0.007360500574976381
2026-05-21T12:28:40.492262+00:00,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,SllXaJiQjBA,Every Youtube Play Button,2026-05-19T16:00:02+00:00,18,shorts,duration_lte_60,21471543,336269,13643,17798361,153146,2721,False,False,False,False,0.016296546550008072
2026-05-21T12:28:40.492262+00:00,UCK8sQmJBp8GCxrOtXWBpyEA,Google,tfx2CjqtCUI,I/O '26 Recap: Everything You Need to Know,2026-05-20T07:05:48+00:00,893,videos,duration_gt_180,17218656,9115,680,17203539,8185,606,False,False,False,False,0.0005688597298186339
2026-05-21T12:28:40.492262+00:00,UCGmnsW623G1r-Chmo5RB4Yw,KSI,A_TI_Wct288,"$1 vs $50,000 Katana",2026-05-15T16:32:49+00:00,34,shorts,duration_lte_60,55032944,1018619,3590,9499865,124987,389,False,False,False,False,0.018574492398589472
2026-05-21T12:28:40.492262+00:00,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,dqpCvSU-ECE,If This Goes In You Have To Subscribe,2026-05-17T16:00:00+00:00,13,shorts,duration_lte_60,26046373,393434,11782,5815899,55629,531,False,False,False,False,0.01555748280192409
2026-05-21T12:28:40.492262+00:00,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,hCuqh2NU2Yg,World's Fastest Date,2026-05-12T16:00:07+00:00,32,shorts,duration_lte_60,100072214,2067158,14751,5205950,68165,184,False,False,False,False,0.020804066551380587
2026-05-21T12:28:40.492262+00:00,UCq-Fj5jknLsUf-MWSy4_brA,T-Series,DZ9lpup4VZ0,Dragon Glimpse - Hindi | NTR | Anil Kapoor | Rukmini Vasanth | Ravi Basrur | Prashanth Neel,2026-05-19T17:56:42+00:00,269,videos,duration_gt_180,13161484,249503,10041,4771479,54904,1617,False,False,False,False,0.01971996470914678
2026-05-21T12:28:40.492262+00:00,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,AaMdXZMvT3w,"Survive 30 Days On An Island With Your Ex, Win $250,000",2026-05-16T16:00:01+00:00,2349,videos,duration_gt_180,58614124,1437095,107012,3949752,55428,4193,False,False,False,False,0.02634359936864364
2026-05-21T12:28:40.492262+00:00,UCRijo3ddMTht_IHyNSNXpNQ,Dude Perfect,fp77qbUJJbQ,"Break The Glass, YOU LOSE",2026-05-13T21:58:16+00:00,53,shorts,duration_lte_60,30498798,534495,866,2140025,27631,31,False,False,False,False,0.01755351145313989
2026-05-21T12:28:40.492262+00:00,UCY1kMZp36IQSyNx_9h4mpCg,Mark Rober,NnvIwG0S8WE,Tennis Ball Cannon vs Human Strength,2026-05-14T13:00:44+00:00,30,shorts,duration_lte_60,16760696,292706,372,1587202,20639,14,False,False,False,False,0.017486028026521095
2026-05-21T12:28:40.492262+00:00,UCWsDFcIhY2DBi3GB5uykGXA,IShowSpeed,KHooqK3Hijs,iShowSpeed vs Jamal Jump Challenge,2026-05-19T13:00:21+00:00,43,shorts,duration_lte_60,3494849,167357,2086,1503358,55844,407,False,False,False,False,0.048483639779572735
2026-05-21T12:28:40.492262+00:00,UCK8sQmJBp8GCxrOtXWBpyEA,Google,uW4B6ziQqvY,What is Gemini Omni?,2026-05-19T19:12:49+00:00,65,shorts,duration_lte_180_after_cutoff_with_shorts_marker,1520994,1872,202,1481579,382,27,False,False,False,False,0.0013635819733674164
2026-05-21T12:28:40.492262+00:00,UCrPseYLGpNygVi34QpGNqpA,Ludwig,_iQKpZvj7UQ,Maybe I shouldn't have lied to him...,2026-05-19T07:18:09+00:00,26,shorts,duration_lte_60,3481621,95276,166,1477486,37310,42,False,False,False,False,0.027413092924244195
2026-05-21T12:28:40.492262+00:00,UCvCfpQXRXdJdL07pzTIA6Cw,Kai Cenat Live,t5BxJhllmi4,Fanum Can't Get Over How Tall Kai Cenat Is 😭,2026-05-18T16:53:29+00:00,25,shorts,duration_lte_60,4154020,98443,291,1289056,25563,69,False,False,False,False,0.023768301548861104
2026-05-21T12:28:40.492262+00:00,UCWJ2lWNubArHWmf3FIHbfcQ,NBA,Zg2MDj-I1vc,"#4 CAVALIERS at #3 KNICKS | FULL GAME 1 HIGHLIGHTS | May 19, 2026",2026-05-20T03:17:44+00:00,1052,videos,duration_gt_180,2677759,32855,4875,1180325,10214,1175,False,False,False,False,0.014090140300153972
2026-05-21T12:28:40.492262+00:00,UC36xmz34q02JYaZYKrMwXng,Nate Gentile,ImKo5rVlFfI,"🤖: ""Quiero más RAM.""",2026-05-20T08:03:41+00:00,30,shorts,duration_lte_60,1269111,37146,938,1179722,32783,834,False,False,False,False,0.030008407460025168
2026-05-21T12:28:40.492262+00:00,UCaO6TYtlC8U5ttz62hTrZgg,JYP Entertainment,1jKnI_ib8c8,ITZY “Motto” M/V,2026-05-18T09:00:00+00:00,199,videos,duration_gt_180,8154541,268154,25289,1125890,14167,1830,False,False,False,False,0.03598522590051359
2026-05-21T12:28:40.492262+00:00,UCJplp5SjeGSdVdwsfb9Q7lQ,Like Nastya,nkEBZ_Irvek,Im Gonna Shine - Like Nastya song,2026-05-14T09:01:07+00:00,190,videos,duration_gt_180,6895146,25273,0,1063304,2140,0,False,False,False,False,0.0036653321046428893
2026-05-21T12:28:40.492262+00:00,UCvCfpQXRXdJdL07pzTIA6Cw,Kai Cenat Live,PJmv9cFz6bw,Kai Cenat & Druski Thought They Would Win The MVP Award 😂,2026-05-17T13:36:51+00:00,13,shorts,duration_lte_60,13837516,132334,475,1054080,6967,12,False,False,False,False,0.00959774861326267
2026-05-21T12:28:40.492262+00:00,UCJplp5SjeGSdVdwsfb9Q7lQ,Like Nastya,KnKYJMe1G-c,Nastya teaches how to properly choose healthy food for energy,2026-05-17T07:00:24+00:00,2080,videos,duration_gt_180,6793041,11302,0,1011216,1451,0,False,False,False,False,0.001663761487675402
2026-05-21T12:28:40.492262+00:00,UCQznUf1SjfDqx65hX3zRDiA,DrakeVEVO,SD4yRDY9mek,Drake - Janice STFU,2026-05-15T09:07:39+00:00,237,videos,duration_gt_180,7399961,206579,17249,976308,14081,1245,False,False,False,False,0.030247186437874468
2026-05-21T12:28:40.492262+00:00,UC3IZKseVpdzPSBaWxBxundA,HYBE LABELS,tTi2uZQsmlo,TWS (투어스) '너의 모든 가능성이 되어 줄게' Official MV,2026-05-19T09:00:01+00:00,180,videos,three_minute_candidate_without_shorts_marker,2708397,38422,2097,954605,5035,154,False,False,False,False,0.014960509851399186
2026-05-21T12:28:40.492262+00:00,UCQznUf1SjfDqx65hX3zRDiA,DrakeVEVO,YhUqxWR4mnE,Drake - Whisper My Name,2026-05-15T13:51:14+00:00,310,videos,duration_gt_180,7591470,234251,13619,807968,11885,764,False,False,False,False,0.032651120270514145
2026-05-21T12:28:40.492262+00:00,UCXuqSBlHAE6Xw-yeJA0Tunw,Linus Tech Tips,eLP3ag0YpyA,Google’s Most-Hated Announcement Ever,2026-05-20T10:10:07+00:00,1081,videos,duration_gt_180,870412,37971,4278,759785,29199,3310,False,False,False,False,0.04853908264132388
2026-05-21T12:28:40.492262+00:00,UCq6VFHwMzcMXbuKyG7SQYIg,penguinz0,c8TwGH1B5wA,Huge Trump Phone Disaster,2026-05-19T22:30:16+00:00,812,videos,duration_gt_180,2633073,141224,13010,758957,29312,2233,False,False,False,False,0.058575664252377355
2026-05-21T12:28:40.492262+00:00,UC_x5XG1OV2P6uZZ5FSM9Ttw,Google for Developers,98bQUQUEEJs,"What’s new in Gemini API, Google AI Studio and Google Antigravity (Google I/O 2026 recap)",2026-05-19T21:29:47+00:00,59,shorts,duration_lte_60,1374405,4136,16,721084,1327,11,False,False,False,False,0.003020943608325057
